"depDate","queryDate","depCity","arrCity","dep_time","arrDate","arr_time","dep_port","arr_port","aircompany","flight","plane","flight_actual","stopby","acurate","food","price","Discount","transfer"
2016-03-14,2015-03-14,"深圳","上海","06:35","2016-03-14","09:00","宝安机场","浦东机场","吉祥航","吉祥航HO1156","空客320(中)",NA,NA,"97%","有餐食",1382,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","07:30","2016-03-14","09:45","宝安机场","浦东机场","东航","东航MU5332","空客320(中)",NA,NA,"92%","有餐食",1400,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","08:15","2016-03-14","10:30","宝安机场","虹桥机场","深航","深航ZH9917","波音737(中)",NA,NA,"100%",NA,2858,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","09:00","2016-03-14","11:15","宝安机场","虹桥机场","南航","南航CZ3553","空客330(宽)",NA,NA,"97%","有餐食",3500,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","09:15","2016-03-14","11:40","宝安机场","虹桥机场","深航","深航ZH9811","波音737(中)",NA,NA,"96%",NA,2858,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","09:30","2016-03-14","11:45","宝安机场","虹桥机场","东航","东航MU5334","波音737(中)",NA,NA,"93%","有餐食",3500,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","10:30","2016-03-14","12:50","宝安机场","虹桥机场","东航","东航MU5336","空客320(中)",NA,NA,"84%","有餐食",1400,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","10:40","2016-03-14","13:05","宝安机场","浦东机场","南航","南航CZ3831","空客321(中)",NA,NA,"93%","有餐食",2520,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","11:15","2016-03-14","13:30","宝安机场","虹桥机场","吉祥航","吉祥航HO1112","空客321(中)",NA,NA,"87%","有餐食",1332,"9.5折","无"
2016-03-14,2015-03-14,"深圳","上海","11:25","2016-03-14","13:55","宝安机场","浦东机场","南航","南航CZ3646","空客320(中)",NA,NA,"95%","有餐食",2520,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","11:30","2016-03-14","14:00","宝安机场","虹桥机场","东航","东航MU5338","空客320(中)",NA,NA,"85%",NA,1390,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","11:35","2016-03-14","13:50","宝安机场","虹桥机场","厦航","厦航MF8318","波音737(中)",NA,NA,"81%","有餐食",1363,"9.7折","无"
2016-03-14,2015-03-14,"深圳","上海","11:35","2016-03-14","13:50","宝安机场","虹桥机场","河北航","河北航NS8318","波音737(中)","厦航MF8318",NA,"81%","有餐食",1374,"9.8折","无"
2016-03-14,2015-03-14,"深圳","上海","11:35","2016-03-14","13:50","宝安机场","虹桥机场","南航","南航CZ5222","波音737(中)","厦航MF8318",NA,"81%","有餐食",1400,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","11:40","2016-03-14","15:10","宝安机场","浦东机场","深航","深航ZH9907","空客320(中)",NA,"经停","58%","有餐食",959,"6.8折","无"
2016-03-14,2015-03-14,"深圳","上海","11:40","2016-03-14","15:10","宝安机场","浦东机场","昆明航","昆明航KY9907","空客320(中)","深航ZH9907","经停","58%","有餐食",996,"7.1折","无"
2016-03-14,2015-03-14,"深圳","上海","11:40","2016-03-14","15:10","宝安机场","浦东机场","吉祥航","吉祥航HO1979","空客320(中)","深航ZH9907","经停","58%","有餐食",1026,"7.3折","无"
2016-03-14,2015-03-14,"深圳","上海","12:00","2016-03-14","14:20","宝安机场","虹桥机场","深航","深航ZH9813","空客320(中)",NA,NA,"84%",NA,1385,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","12:30","2016-03-14","14:50","宝安机场","虹桥机场","南航","南航CZ9381","空客320(中)","东航MU5340",NA,"87%","有餐食",1300,"9.3折","无"
2016-03-14,2015-03-14,"深圳","上海","12:30","2016-03-14","14:50","宝安机场","虹桥机场","东航","东航MU5340","空客320(中)",NA,NA,"87%","有餐食",1390,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","12:55","2016-03-14","15:20","宝安机场","浦东机场","东航","东航MU5342","空客319(中)",NA,NA,"93%",NA,3500,NA,"无"
2016-03-14,2015-03-14,"深圳","上海","13:00","2016-03-14","15:20","宝安机场","虹桥机场","厦航","厦航MF1397","空客321(中)","南航CZ3561",NA,"76%","有餐食",1309,"9.4折","无"
2016-03-14,2015-03-14,"深圳","上海","13:00","2016-03-14","15:20","宝安机场","虹桥机场","南航","南航CZ3561","空客321(中)",NA,NA,"76%","有餐食",1330,"9.5折","无"
2016-03-14,2015-03-14,"深圳","上海","13:00","2016-03-14","15:20","宝安机场","虹桥机场","东航","东航MU3364","空客321(中)","南航CZ3561",NA,"76%","有餐食",1371,"9.8折","无"
2016-03-14,2015-03-14,"深圳","上海","13:30","2016-03-14","15:50","宝安机场","虹桥机场","南航","南航CZ9385","空客321(中)","东航MU5344",NA,"80%",NA,1280,"9.1折","无"
2016-03-14,2015-03-14,"深圳","上海","13:30","2016-03-14","15:50","宝安机场","虹桥机场","东航","东航MU5344","空客321(中)",NA,NA,"80%",NA,1390,"全价","无"
2016-03-14,2015-03-14,"深圳","上海","13:55","2016-03-14","16:15","宝安机场","虹桥机场","厦航","厦航MF1393","空客321(中)","南航CZ3557",NA,"71%","有餐食",1309,"9.4折","无"
2016-03-14,2015-03-14,"深圳","上海","13:55","2016-03-14","16:15","宝安机场","虹桥机场","南航","南航CZ3557","空客321(中)",NA,NA,"71%","有餐食",1330,"9.5折","无"
2016-03-14,2015-03-14,"深圳","上海","13:55","2016-03-14","16:20","宝安机场","虹桥机场","厦航","厦航MF8378","波音737(中)",NA,NA,"38%","有餐食",1370,"9.8折","无"
2016-03-14,2015-03-14,"深圳","上海","13:55","2016-03-14","16:15","宝安机场","虹桥机场","东航","东航MU3358","空客321(中)","南航CZ3557",NA,"71%","有餐食",1371,"9.8折","无"
2016-03-14,2015-03-14,"张家界","丹东","22:45","2016-03-15","00:40","荷花机场","浦东机场","东航","东航MU9342","波音737(中)","实际乘坐：上航FM9342",NA,"89%","有餐食",1811,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","13:20","2016-03-14","15:35","浦东机场","浪头机场","东航","东航MU4707","空客320(中)","实际乘坐：南航CZ6755",NA,"90%","有餐食",1811,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","22:45","2016-03-15","00:40","荷花机场","浦东机场","东航","东航MU9342","波音737(中)","实际乘坐：上航FM9342",NA,"89%","有餐食",1819,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","13:20","2016-03-14","15:35","浦东机场","浪头机场","南航","南航CZ6755","空客320(中)",NA,NA,"90%","有餐食",1819,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","22:45","2016-03-15","00:40","荷花机场","浦东机场","上航","上航FM9342","波音737(中)","实际乘坐：南航CZ6755",NA,"88%","有餐食",1822,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","13:20","2016-03-14","15:35","浦东机场","浪头机场","东航","东航MU4707","空客320(中)","实际乘坐：南航CZ6755",NA,"90%","有餐食",1822,"7.3折","上海"
2016-03-14,2015-03-14,"张家界","丹东","22:45","2016-03-15","00:40","荷花机场","浦东机场","上航","上航FM9342","波音737(中)",NA,NA,"88%","有餐食",1830,"7.4折","上海"
2016-03-14,2015-03-14,"张家界","丹东","13:20","2016-03-14","15:35","浦东机场","浪头机场","南航","南航CZ6755","空客320(中)",NA,NA,"90%","有餐食",1830,"7.4折","上海"
2016-03-14,2015-03-14,"张家界","丹东","23:40","2016-03-15","01:55","荷花机场","首都机场","深航","深航ZH1360","波音737(中)","实际乘坐：国航CA1360",NA,"78%","有餐食",1368,"6.3折","北京"
2016-03-14,2015-03-14,"张家界","丹东","17:25","2016-03-14","19:05","首都机场","浪头机场","深航","深航ZH1631","波音737(中)","实际乘坐：国航CA1631",NA,"100%","有餐食",1368,"6.3折","北京"
